Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Cabins_booked,Embarked_in_Cherbourg,Embarked_in_Queenstown,Embarked_in_Southampton,Embarked_in_Unknown,Sex_female,Sex_male,Age_Group_Child,Age_Group_Young Adult,Age_Group_Adult,Age_Group_Senior,Fare_Group_Low,Fare_Group_Mediun,Fare_Group_High,Fare_Group_Very High,Age_Class,Fare_per_person
0,3,21.0,0,0,7.925,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,63.0,7.925
0,1,56.0,0,0,30.6958,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,56.0,30.6958
0,3,18.0,1,1,7.8542,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,2.6180666666666665
0,3,29.69911764705882,3,1,25.4667,5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,89.09735294117647,5.0933399999999995
0,1,50.0,0,0,28.7125,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,50.0,28.7125
0,2,30.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,60.0,13.0
0,3,36.0,0,0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,108.0,0.0
0,3,29.69911764705882,8,2,69.55,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,89.09735294117647,6.322727272727272
0,2,29.69911764705882,0,0,15.05,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,59.39823529411764,15.05
0,3,9.0,4,2,31.3875,7,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,27.0,4.483928571428572
1,2,1.0,2,1,39.0,4,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2.0,9.75
1,3,4.0,0,2,22.025,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,12.0,7.341666666666666
0,1,29.69911764705882,0,0,50.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,29.69911764705882,50.0
1,3,29.69911764705882,1,0,15.5,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.75
1,1,45.0,0,0,26.55,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,45.0,26.55
0,3,40.0,1,1,15.5,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,120.0,5.166666666666667
0,3,36.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,108.0,7.8958
1,2,32.0,0,0,13.0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,64.0,13.0
0,2,19.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,38.0,13.0
1,3,19.0,1,0,7.8542,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,57.0,3.9271
1,2,3.0,1,1,26.0,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,6.0,8.666666666666666
1,1,44.0,0,0,27.7208,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,44.0,27.7208
1,1,58.0,0,0,146.5208,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,58.0,146.5208
0,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,3,42.0,0,1,8.4042,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,126.0,4.2021
1,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,2,24.0,0,0,13.0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,48.0,13.0
0,3,28.0,0,0,9.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,84.0,9.5
0,3,29.69911764705882,8,2,69.55,11,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,89.09735294117647,6.322727272727272
0,3,34.0,0,0,6.4958,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,102.0,6.4958
0,3,45.5,0,0,7.225,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,136.5,7.225
1,3,18.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,8.05
0,3,2.0,0,1,10.4625,2,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,6.0,5.23125
0,3,32.0,1,0,15.85,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,96.0,7.925
1,3,26.0,0,0,18.7875,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,78.0,18.7875
1,3,16.0,0,0,7.75,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,48.0,7.75
1,1,40.0,0,0,31.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,40.0,31.0
0,3,24.0,0,0,7.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,72.0,7.05
1,2,35.0,0,0,21.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,70.0,21.0
0,3,22.0,0,0,7.25,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,66.0,7.25
0,2,30.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,60.0,13.0
0,3,29.69911764705882,1,0,7.75,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,3.875
1,1,31.0,1,0,113.275,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,31.0,56.6375
1,3,27.0,0,0,7.925,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,81.0,7.925
0,2,42.0,1,0,27.0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,84.0,13.5
1,1,32.0,0,0,76.2917,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,32.0,76.2917
0,2,30.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,60.0,10.5
1,3,16.0,0,0,8.05,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,48.0,8.05
0,2,27.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,13.0
0,3,51.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,153.0,8.05
0,3,29.69911764705882,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8958
1,1,38.0,1,0,90.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,38.0,45.0
0,3,22.0,0,0,9.35,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,66.0,9.35
1,2,19.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,38.0,10.5
0,3,20.5,0,0,7.25,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,61.5,7.25
0,2,18.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,36.0,13.0
0,3,29.69911764705882,3,1,25.4667,5,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,89.09735294117647,5.0933399999999995
1,1,35.0,1,0,83.475,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,35.0,41.7375
0,3,29.0,0,0,7.775,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,87.0,7.775
0,2,59.0,0,0,13.5,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,118.0,13.5
1,3,5.0,4,2,31.3875,7,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,15.0,4.483928571428572
0,2,24.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,48.0,10.5
0,3,29.69911764705882,0,0,7.55,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.55
0,2,44.0,1,0,26.0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,88.0,13.0
1,2,8.0,0,2,26.25,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,16.0,8.75
0,2,19.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,38.0,10.5
0,2,33.0,0,0,12.275,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,66.0,12.275
0,3,29.69911764705882,1,0,14.4542,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.2271
1,3,29.69911764705882,1,0,15.5,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,2,29.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,58.0,10.5
0,3,22.0,0,0,7.125,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,66.0,7.125
0,3,30.0,0,0,7.225,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,90.0,7.225
0,1,44.0,2,0,90.0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,44.0,30.0
0,3,25.0,0,0,7.775,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,75.0,7.775
1,2,24.0,0,2,14.5,3,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,48.0,4.833333333333333
1,1,37.0,1,1,52.5542,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,37.0,17.518066666666666
0,2,54.0,1,0,26.0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,108.0,13.0
0,3,29.69911764705882,0,0,7.25,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.25
0,3,29.0,1,1,10.4625,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,87.0,3.4875000000000003
0,1,62.0,0,0,26.55,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,62.0,26.55
0,3,30.0,1,0,16.1,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,90.0,8.05
0,3,41.0,0,2,20.2125,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,123.0,6.7375
1,3,29.0,0,2,15.2458,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,87.0,5.081933333333333
1,1,29.69911764705882,0,0,79.2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,29.69911764705882,79.2
1,1,30.0,0,0,86.5,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,30.0,86.5
1,1,35.0,0,0,512.3292,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,35.0,512.3292
1,2,50.0,0,1,26.0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,100.0,13.0
0,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.75
1,3,3.0,4,2,31.3875,7,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,9.0,4.483928571428572
0,1,52.0,1,1,79.65,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,52.0,26.55
0,1,40.0,0,0,0.0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,40.0,0.0
0,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,2,36.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,72.0,10.5
0,3,16.0,4,1,39.6875,6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,48.0,6.614583333333333
1,3,25.0,1,0,7.775,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,75.0,3.8875
1,1,58.0,0,1,153.4625,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,58.0,76.73125
1,1,35.0,0,0,135.6333,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,35.0,135.6333
0,1,29.69911764705882,0,0,31.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,31.0
1,3,25.0,0,0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,75.0,0.0
1,2,41.0,0,1,19.5,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,82.0,9.75
0,1,37.0,0,1,29.7,2,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,37.0,14.85
1,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.75
1,1,63.0,1,0,77.9583,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,63.0,38.97915
0,3,45.0,0,0,7.75,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,135.0,7.75
0,2,29.69911764705882,0,0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,59.39823529411764,0.0
0,3,7.0,4,1,29.125,6,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,21.0,4.854166666666667
1,3,35.0,1,1,20.25,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,105.0,6.75
0,3,65.0,0,0,7.75,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,195.0,7.75
0,3,28.0,0,0,7.8542,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,84.0,7.8542
0,3,16.0,0,0,9.5,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,48.0,9.5
1,3,19.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,8.05
0,1,29.69911764705882,0,0,26.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,26.0
0,3,33.0,0,0,8.6625,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,99.0,8.6625
1,3,30.0,0,0,9.5,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,90.0,9.5
0,3,22.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,66.0,7.8958
1,2,42.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,84.0,13.0
1,3,22.0,0,0,7.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,66.0,7.75
1,1,26.0,0,0,78.85,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,26.0,78.85
1,1,19.0,1,0,91.0792,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,19.0,45.5396
0,2,36.0,0,0,12.875,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,72.0,12.875
0,3,24.0,0,0,8.85,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,72.0,8.85
0,3,24.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,72.0,7.8958
0,1,29.69911764705882,0,0,27.7208,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,27.7208
0,3,23.5,0,0,7.2292,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,70.5,7.2292
0,1,2.0,1,2,151.55,4,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2.0,37.8875
1,1,29.69911764705882,0,0,30.5,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,30.5
1,1,50.0,0,1,247.5208,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,50.0,123.7604
1,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.75
1,3,29.69911764705882,2,0,23.25,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,89.09735294117647,7.75
0,3,19.0,0,0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,0.0
1,2,29.69911764705882,0,0,12.35,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,59.39823529411764,12.35
0,3,29.69911764705882,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,8.05
1,1,0.92,1,2,151.55,4,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.92,37.8875
1,1,29.69911764705882,0,0,110.8833,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,29.69911764705882,110.8833
1,1,17.0,1,0,108.9,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,17.0,54.45
0,2,30.0,1,0,24.0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,60.0,12.0
1,1,30.0,0,0,56.9292,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,30.0,56.9292
1,1,24.0,0,0,83.1583,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,24.0,83.1583
1,1,18.0,2,2,262.375,5,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,18.0,52.475
0,2,26.0,1,1,26.0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,52.0,8.666666666666666
0,3,28.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,84.0,7.8958
0,2,43.0,1,1,26.25,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,86.0,8.75
1,3,26.0,0,0,7.8542,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,78.0,7.8542
1,2,24.0,1,0,26.0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,48.0,13.0
0,2,54.0,0,0,14.0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,108.0,14.0
1,1,31.0,0,2,164.8667,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,31.0,54.95556666666667
1,1,40.0,1,1,134.5,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,40.0,44.833333333333336
0,3,22.0,0,0,7.25,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,66.0,7.25
0,3,27.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,81.0,7.8958
1,2,30.0,0,0,12.35,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,60.0,12.35
1,2,22.0,1,1,29.0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,44.0,9.666666666666666
0,3,29.69911764705882,8,2,69.55,11,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,89.09735294117647,6.322727272727272
1,1,36.0,0,0,135.6333,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,36.0,135.6333
0,3,61.0,0,0,6.2375,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,183.0,6.2375
1,2,36.0,0,0,13.0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,72.0,13.0
1,3,31.0,1,1,20.525,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,93.0,6.841666666666666
1,1,16.0,0,1,57.9792,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,16.0,28.9896
1,3,29.69911764705882,2,0,23.25,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,89.09735294117647,7.75
0,1,45.5,0,0,28.5,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,45.5,28.5
0,1,38.0,0,1,153.4625,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,38.0,76.73125
0,3,16.0,2,0,18.0,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,48.0,6.0
1,1,29.69911764705882,1,0,133.65,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,29.69911764705882,66.825
0,3,29.69911764705882,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8958
0,1,29.0,1,0,66.6,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,29.0,33.3
1,1,41.0,0,0,134.5,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,41.0,134.5
1,3,45.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,135.0,8.05
0,1,45.0,0,0,35.5,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,45.0,35.5
1,2,2.0,1,1,26.0,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4.0,8.666666666666666
1,1,24.0,3,2,263.0,6,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,24.0,43.833333333333336
0,2,28.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,56.0,13.0
0,2,25.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,50.0,13.0
0,2,36.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,72.0,13.0
1,2,24.0,0,0,13.0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,48.0,13.0
1,2,40.0,0,0,13.0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,80.0,13.0
1,3,29.69911764705882,1,0,16.1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,8.05
1,3,3.0,1,1,15.9,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,9.0,5.3
0,3,42.0,0,0,8.6625,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,126.0,8.6625
0,3,23.0,0,0,9.225,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,69.0,9.225
0,1,29.69911764705882,0,0,35.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,35.0
