Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Cabins_booked,Embarked_in_Cherbourg,Embarked_in_Queenstown,Embarked_in_Southampton,Embarked_in_Unknown,Sex_female,Sex_male,Age_Group_Child,Age_Group_Young Adult,Age_Group_Adult,Age_Group_Senior,Fare_Group_Low,Fare_Group_Mediun,Fare_Group_High,Fare_Group_Very High,Age_Class,Fare_per_person
0,3,29.69911764705882,0,0,7.2292,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.2292
0,3,17.0,1,1,7.2292,3,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,51.0,2.409733333333333
1,3,29.69911764705882,0,2,22.3583,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,89.09735294117647,7.452766666666666
0,3,30.0,0,0,8.6625,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,90.0,8.6625
1,2,7.0,0,2,26.25,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,14.0,8.75
0,1,45.0,0,0,26.55,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,45.0,26.55
1,1,30.0,0,0,106.425,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,30.0,106.425
0,3,29.69911764705882,0,0,14.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,14.5
1,1,22.0,0,2,49.5,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,22.0,16.5
1,1,36.0,0,2,71.0,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,36.0,23.666666666666668
0,3,9.0,4,2,31.275,7,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,27.0,4.4678571428571425
0,3,11.0,4,2,31.275,7,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,33.0,4.4678571428571425
1,2,32.0,1,0,26.0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,64.0,13.0
0,1,50.0,1,0,106.425,2,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,50.0,53.2125
0,1,64.0,0,0,26.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,64.0,26.0
1,2,19.0,1,0,26.0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,38.0,13.0
1,2,29.69911764705882,0,0,13.8625,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,59.39823529411764,13.8625
0,3,33.0,1,1,20.525,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,99.0,6.841666666666666
1,2,8.0,1,1,36.75,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,16.0,12.25
1,1,17.0,0,2,110.8833,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,17.0,36.9611
0,2,27.0,0,0,26.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,54.0,26.0
0,3,29.69911764705882,0,0,7.8292,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8292
1,3,22.0,0,0,7.225,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,66.0,7.225
1,3,22.0,0,0,7.775,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,66.0,7.775
0,1,62.0,0,0,26.55,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,62.0,26.55
1,1,48.0,1,0,39.6,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,48.0,19.8
0,1,29.69911764705882,0,0,227.525,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,29.69911764705882,227.525
1,1,39.0,1,1,79.65,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,39.0,26.55
1,3,36.0,1,0,17.4,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,108.0,8.7
0,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,3,40.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,120.0,7.8958
0,2,28.0,0,0,13.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,56.0,13.5
0,3,29.69911764705882,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,8.05
0,3,29.69911764705882,0,0,8.05,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,8.05
0,3,24.0,2,0,24.15,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,72.0,8.049999999999999
0,3,19.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,7.8958
0,3,29.0,0,4,21.075,5,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,87.0,4.215
0,3,29.69911764705882,0,0,7.2292,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.2292
1,3,32.0,0,0,7.8542,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,96.0,7.8542
1,2,62.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,124.0,10.5
1,1,53.0,2,0,51.4792,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,53.0,17.15973333333333
1,1,36.0,0,0,26.3875,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,36.0,26.3875
1,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,3,16.0,0,0,8.05,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,48.0,8.05
0,3,19.0,0,0,14.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,14.5
1,2,34.0,0,0,13.0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,68.0,13.0
1,1,39.0,1,0,55.9,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,39.0,27.95
0,3,29.69911764705882,1,0,14.4583,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.22915
1,3,32.0,0,0,7.925,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,96.0,7.925
1,2,25.0,1,1,30.0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,50.0,10.0
1,1,39.0,1,1,110.8833,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,39.0,36.9611
0,2,54.0,0,0,26.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,108.0,26.0
0,1,36.0,0,0,40.125,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,36.0,40.125
0,3,29.69911764705882,0,0,8.7125,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,8.7125
1,1,18.0,0,2,79.65,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,18.0,26.55
0,2,47.0,0,0,15.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,94.0,15.0
1,1,60.0,1,1,79.2,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,60.0,26.400000000000002
0,3,22.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,66.0,8.05
0,3,29.69911764705882,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,8.05
0,3,35.0,0,0,7.125,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,105.0,7.125
1,1,52.0,1,0,78.2667,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,52.0,39.13335
0,3,47.0,0,0,7.25,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,141.0,7.25
0,3,29.69911764705882,0,2,7.75,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,2.5833333333333335
0,2,37.0,1,0,26.0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,74.0,13.0
0,3,36.0,1,1,24.15,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,108.0,8.049999999999999
1,2,29.69911764705882,0,0,33.0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,59.39823529411764,33.0
0,3,49.0,0,0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,147.0,0.0
0,3,29.69911764705882,0,0,7.225,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.225
1,1,49.0,1,0,56.9292,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,49.0,28.4646
1,2,24.0,2,1,27.0,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,48.0,6.75
0,3,29.69911764705882,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8958
0,1,29.69911764705882,0,0,42.4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,29.69911764705882,42.4
0,3,44.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,132.0,8.05
1,1,35.0,0,0,26.55,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,35.0,26.55
0,3,36.0,1,0,15.55,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,108.0,7.775
0,3,30.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,90.0,7.8958
1,1,27.0,0,0,30.5,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,27.0,30.5
1,2,22.0,1,2,41.5792,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,44.0,10.3948
1,1,40.0,0,0,153.4625,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,40.0,153.4625
0,3,39.0,1,5,31.275,7,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,117.0,4.4678571428571425
0,3,29.69911764705882,0,0,7.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.05
1,3,29.69911764705882,1,0,15.5,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,3,29.69911764705882,0,0,7.75,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.75
0,3,35.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,105.0,8.05
1,2,24.0,1,2,65.0,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,48.0,16.25
0,3,34.0,1,1,14.4,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,102.0,4.8
0,3,26.0,1,0,16.1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,78.0,8.05
1,2,4.0,2,1,39.0,4,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,8.0,9.75
0,2,26.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,52.0,10.5
0,3,27.0,1,0,14.4542,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,81.0,7.2271
1,1,42.0,1,0,52.5542,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,42.0,26.2771
1,3,20.0,1,1,15.7417,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,60.0,5.247233333333333
0,3,21.0,0,0,7.8542,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,63.0,7.8542
0,3,21.0,0,0,16.1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,63.0,16.1
0,1,61.0,0,0,32.3208,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,61.0,32.3208
0,2,57.0,0,0,12.35,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,114.0,12.35
1,1,21.0,0,0,77.9583,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,21.0,77.9583
0,3,26.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,78.0,7.8958
0,3,29.69911764705882,0,0,7.7333,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.7333
1,1,80.0,0,0,30.0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,80.0,30.0
0,3,51.0,0,0,7.0542,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,153.0,7.0542
1,1,32.0,0,0,30.5,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,32.0,30.5
0,1,29.69911764705882,0,0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,29.69911764705882,0.0
0,3,9.0,3,2,27.9,6,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,27.0,4.6499999999999995
1,2,28.0,0,0,13.0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,56.0,13.0
0,3,32.0,0,0,7.925,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,96.0,7.925
0,2,31.0,1,1,26.25,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,62.0,8.75
0,3,41.0,0,5,39.6875,6,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,123.0,6.614583333333333
0,3,29.69911764705882,1,0,16.1,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,8.05
0,3,20.0,0,0,7.8542,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,60.0,7.8542
1,1,24.0,0,0,69.3,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,24.0,69.3
0,3,2.0,3,2,27.9,6,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,6.0,4.6499999999999995
1,3,29.69911764705882,0,0,56.4958,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,89.09735294117647,56.4958
1,3,0.75,2,1,19.2583,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2.25,4.814575
1,1,48.0,1,0,76.7292,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,48.0,38.3646
0,3,19.0,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,7.8958
1,1,56.0,0,0,35.5,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,56.0,35.5
0,3,29.69911764705882,0,0,7.55,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.55
1,3,23.0,0,0,7.55,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,69.0,7.55
0,3,29.69911764705882,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8958
1,2,18.0,0,1,23.0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,36.0,11.5
0,3,21.0,0,0,8.4333,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,63.0,8.4333
1,3,29.69911764705882,0,0,7.8292,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.8292
0,3,18.0,0,0,6.75,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,54.0,6.75
0,2,24.0,2,0,73.5,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,48.0,24.5
0,3,29.69911764705882,0,0,7.8958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.8958
0,3,32.0,1,1,15.5,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,96.0,5.166666666666667
0,2,23.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,46.0,13.0
0,1,58.0,0,2,113.275,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,58.0,37.75833333333333
1,1,50.0,2,0,133.65,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,50.0,44.550000000000004
0,3,40.0,0,0,7.225,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,120.0,7.225
0,1,47.0,0,0,25.5875,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,47.0,25.5875
0,3,36.0,0,0,7.4958,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,108.0,7.4958
1,3,20.0,1,0,7.925,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,60.0,3.9625
0,2,32.0,2,0,73.5,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,64.0,24.5
0,2,25.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,50.0,13.0
0,3,29.69911764705882,0,0,7.775,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,89.09735294117647,7.775
0,3,43.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,129.0,8.05
1,1,29.69911764705882,1,0,52.0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,29.69911764705882,26.0
1,2,40.0,1,1,39.0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,80.0,13.0
0,1,31.0,1,0,52.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,31.0,26.0
0,2,70.0,0,0,10.5,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,140.0,10.5
1,2,31.0,0,0,13.0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,62.0,13.0
0,2,29.69911764705882,0,0,0.0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,59.39823529411764,0.0
0,3,18.0,0,0,7.775,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,7.775
0,3,24.5,0,0,8.05,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,73.5,8.05
1,3,18.0,0,0,9.8417,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,54.0,9.8417
0,3,43.0,1,6,46.9,8,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,129.0,5.8625
1,1,36.0,0,1,512.3292,2,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,36.0,256.1646
0,3,29.69911764705882,0,0,8.1375,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,8.1375
1,1,27.0,0,0,76.7292,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,27.0,76.7292
0,3,20.0,0,0,9.225,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,60.0,9.225
0,3,14.0,5,2,46.9,8,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,42.0,5.8625
0,2,60.0,1,1,39.0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,120.0,13.0
0,2,25.0,1,2,41.5792,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,50.0,10.3948
0,3,14.0,4,1,39.6875,6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,42.0,6.614583333333333
0,3,19.0,0,0,10.1708,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,57.0,10.1708
0,3,18.0,0,0,7.7958,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,54.0,7.7958
1,1,15.0,0,1,211.3375,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,15.0,105.66875
1,1,31.0,1,0,57.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,31.0,28.5
1,3,4.0,0,1,13.4167,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,12.0,6.70835
1,3,29.69911764705882,0,0,56.4958,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,89.09735294117647,56.4958
0,3,25.0,0,0,7.225,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,75.0,7.225
0,1,60.0,0,0,26.55,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,60.0,26.55
0,2,52.0,0,0,13.5,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,104.0,13.5
0,3,44.0,0,0,8.05,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,132.0,8.05
1,3,29.69911764705882,0,0,7.7333,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,89.09735294117647,7.7333
0,1,49.0,1,1,110.8833,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,49.0,36.9611
0,3,42.0,0,0,7.65,1,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,126.0,7.65
1,1,18.0,1,0,227.525,2,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,18.0,113.7625
1,1,35.0,0,0,26.2875,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,35.0,26.2875
0,3,18.0,0,1,14.4542,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,54.0,7.2271
0,3,25.0,0,0,7.7417,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,75.0,7.7417
0,3,26.0,1,0,7.8542,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,78.0,3.9271
0,2,39.0,0,0,26.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,78.0,26.0
1,2,45.0,0,0,13.5,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,90.0,13.5
1,1,42.0,0,0,26.2875,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,42.0,26.2875
1,1,22.0,0,0,151.55,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,22.0,151.55
